0.00043990,0.00053140,0.00053560,0.00029488,0.00049660,0.00050400,0.00061260,0.00006502,0.00063364,0.00064429,0.00053762,0.00059141,0.00046677,0.00052653,0.00039720,0.00061895,0.00051381,0.00046023,0.00011534,0.00055086,0.00053556,0.00051437,0.00044648,0.00053885,0.00041576,0.00049984,0.00053006,0.00056248,0.00043544,0.00027157,0.00053937,0.00067388,0.00058276,0.00073739,0.00054344,0.00042467,0.00061170
0.00069062,0.00046509,0.00056187,0.00051840,0.00049853,0.00074969,0.00031506,0.00043577,0.00035087,0.00046682,0.00036172,0.00055039,0.00035167,0.00075044,0.00062153,0.00056228,0.00038312,0.00059621,0.00036992,0.00051504,0.00045788,0.00083171,0.00068113,0.00077564,0.00065369,0.00055771,0.00023590,0.00045114,0.00026926,0.00060255,0.00045783,0.00062603,0.00059458,0.00068778,0.00030581,0.00060740,0.00054053
0.00068033,0.00061067,0.00037536,0.00030290,0.00052665,0.00051961,0.00069326,0.00060105,0.00031105,0.00046905,0.00047514,0.00050535,0.00066060,0.00039540,0.00026754,0.00067394,0.00060810,0.00065912,0.00059113,0.00034770,0.00058298,0.00063082,0.00042050,0.00054921,0.00028479,0.00048024,0.00049673,0.00048500,0.00044066,0.00052033,0.00023799,0.00061634,0.00055858,0.00043643,0.00055342,0.00050872,0.00053521
0.00047642,0.00062546,0.00055239,0.00059623,0.00063011,0.00083033,0.00097693,0.00032692,0.00047000,0.00033458,0.00058390,0.00070773,0.00043917,0.00054281,0.00053893,0.00055332,0.00058421,0.00073938,0.00053265,0.00049259,0.00007498,0.00049737,0.00053111,0.00012107,0.00051695,0.00020740,0.00053093,0.00054553,0.00055269,0.00083936,0.00065133,0.00043266,0.00056662,0.00049614,0.00044875,0.00049511,0.00047512
0.00045644,0.00055846,0.00013141,0.00044399,0.00067500,0.00050843,0.00049008,0.00060842,0.00053239,0.00045786,0.00041969,0.00051180,0.00038358,0.00044579,0.00048806,0.00105914,0.00083019,0.00044777,0.00053989,0.00054582,0.00058306,0.00052682,0.00053027,0.00064807,0.00050818,0.00072596,0.00041441,0.00050646,0.00054925,0.00043025,0.00045387,0.00025193,0.00065142,0.00058764,0.00033356,0.00040446,0.00056737
0.00127122,0.00055427,0.00043266,0.00049659,0.00052040,0.00052828,0.00051590,0.00077159,0.00040237,0.00059498,0.00046401,0.00035570,0.00005639,0.00069441,0.00036295,0.00053779,0.00050233,0.00042545,0.00036211,0.00070176,0.00027099,0.00046472,0.00049086,0.00046656,0.00051720,0.00025571,0.00033567,0.00053610,0.00083785,0.00056252,0.00047764,0.00050457,0.00011944,0.00046394,0.00101024,0.00033909,0.00048208
0.00067032,0.00053893,0.00031025,0.00052201,0.00052446,0.00021937,0.00068669,0.00050483,0.00044661,0.00028838,0.00028322,0.00065607,0.00063599,0.00042058,0.00028867,0.00063647,0.00046772,0.00051973,0.00048548,0.00080346,0.00025726,0.00040173,0.00074777,0.00061316,0.00069539,0.00049306,0.00053982,0.00051995,0.00046712,0.00041930,0.00046918,0.00045525,0.00053510,0.00057422,0.00036245,0.00050213,0.00067638
0.00043045,0.00041485,0.00054398,0.00043769,0.00065558,0.00047000,0.00045078,0.00052901,0.00056114,0.00048240,0.00045129,0.00040944,0.00052919,0.00047228,0.00040899,0.00059761,0.00036258,0.00065588,0.00051088,0.00046017,0.00074077,0.00040609,0.00060711,0.00014169,0.00004284,0.00088193,0.00054538,0.00009856,0.00057985,0.00059018,0.00033606,0.00034662,0.00082573,0.00046416,0.00059118,0.00045914,0.00048292
0.00081220,0.00060819,0.00066811,0.00049177,0.00037540,0.00044465,0.00074688,0.00038672,0.00034469,0.00058159,0.00051263,0.00026609,0.00073260,0.00053379,0.00036373,0.00066316,0.00048334,0.00036211,0.00053270,0.00050264,0.00059940,0.00025611,0.00051631,0.00051367,0.00047261,0.00044237,0.00081426,0.00048825,0.00037455,0.00061283,0.00057759,0.00080964,0.00071852,0.00068846,0.00052746,0.00054316,0.00033519
0.00051387,0.00056884,0.00055182,0.00031719,0.00037047,0.00055567,0.00050680,0.00017322,0.00044179,0.00037497,0.00001155,0.00039524,0.00026570,0.00048057,0.00060741,0.00059903,0.00073781,0.00051235,0.00055231,0.00065886,0.00059723,0.00065549,0.00070829,0.00068249,0.00053085,0.00045786,0.00058880,0.00056774,0.00031322,0.00049730,0.00018917,0.00044194,0.00058167,0.00052508,0.00042147,0.00043238,0.00050912
